relationship_id,source_entity_type,source_entity_id,relationship_type,target_entity_type,target_entity_id,start_time,end_time,confidence,source,case_id,evidence_id,synthetic_flag
REL-000114,PERSON,PERSON-001262,CONTROLS,ORGANIZATION,ORG-000004,2023-02-12T22:25:00,,0.7,synthetic,CASE-000004,,true
REL-000115,PERSON,PERSON-002609,OWNS,PHONE,PHONE-000031,2023-09-26T11:53:00,,1.0,synthetic,,,true
REL-000116,PERSON,PERSON-002609,OWNS,VEHICLE,VEH-000022,2023-09-26T11:53:00,,1.0,synthetic,,,true
REL-000117,PERSON,PERSON-002609,OWNS,ACCOUNT,ACCT-000028,2023-09-26T11:53:00,,1.0,synthetic,,,true
REL-000118,PERSON,PERSON-002609,OWNS,ACCOUNT,ACCT-000029,2023-09-26T11:53:00,,1.0,synthetic,,,true
REL-000119,PERSON,PERSON-000906,OWNS,PHONE,PHONE-000032,2023-09-26T11:53:00,,1.0,synthetic,,,true
REL-000120,PERSON,PERSON-000906,OWNS,VEHICLE,VEH-000023,2023-09-26T11:53:00,,1.0,synthetic,,,true
REL-000121,PERSON,PERSON-000906,OWNS,ACCOUNT,ACCT-000030,2023-09-26T11:53:00,,1.0,synthetic,,,true
REL-000122,PERSON,PERSON-000217,OWNS,PHONE,PHONE-000033,2023-09-26T11:53:00,,1.0,synthetic,,,true
REL-000123,PERSON,PERSON-000217,OWNS,ACCOUNT,ACCT-000031,2023-09-26T11:53:00,,1.0,synthetic,,,true
REL-000124,PERSON,PERSON-001768,OWNS,PHONE,PHONE-000034,2023-09-26T11:53:00,,1.0,synthetic,,,true
REL-000125,PERSON,PERSON-001768,OWNS,VEHICLE,VEH-000024,2023-09-26T11:53:00,,1.0,synthetic,,,true
REL-000126,PERSON,PERSON-001768,OWNS,ACCOUNT,ACCT-000032,2023-09-26T11:53:00,,1.0,synthetic,,,true
REL-000127,PERSON,PERSON-002964,OWNS,PHONE,PHONE-000035,2023-09-26T11:53:00,,1.0,synthetic,,,true
REL-000128,PERSON,PERSON-002964,OWNS,VEHICLE,VEH-000025,2023-09-26T11:53:00,,1.0,synthetic,,,true
REL-000129,PERSON,PERSON-002964,OWNS,ACCOUNT,ACCT-000033,2023-09-26T11:53:00,,1.0,synthetic,,,true
REL-000130,PERSON,PERSON-002964,SUSPECT_IN,CASE,CASE-000005,2023-09-26T11:53:00,,1.0,synthetic,CASE-000005,,true
REL-000131,PERSON,PERSON-002609,SUSPECT_IN,CASE,CASE-000005,2023-09-26T11:53:00,,1.0,synthetic,CASE-000005,,true
REL-000132,PERSON,PERSON-000217,OBSERVED_IN,CASE,CASE-000005,2023-09-26T11:53:00,,0.95,synthetic,CASE-000005,,true
REL-000133,PERSON,PERSON-000906,OBSERVED_IN,CASE,CASE-000005,2023-09-26T11:53:00,,0.7,synthetic,CASE-000005,,true
REL-000134,PERSON,PERSON-001768,OBSERVED_IN,CASE,CASE-000005,2023-09-26T11:53:00,,0.82,synthetic,CASE-000005,,true
REL-000135,ORGANIZATION,ORG-000005,ASSOCIATED_WITH,CASE,CASE-000005,2023-09-26T11:53:00,,0.82,synthetic,CASE-000005,,true
REL-000136,PERSON,PERSON-002964,CONTROLS,ORGANIZATION,ORG-000005,2023-09-26T11:53:00,,0.83,synthetic,CASE-000005,,true
REL-000137,PERSON,PERSON-000217,CONTROLS,ORGANIZATION,ORG-000005,2023-09-26T11:53:00,,0.72,synthetic,CASE-000005,,true
REL-000138,PERSON,PERSON-000492,OWNS,PHONE,PHONE-000036,2023-12-16T13:11:00,,1.0,synthetic,,,true
REL-000139,PERSON,PERSON-000492,OWNS,VEHICLE,VEH-000026,2023-12-16T13:11:00,,1.0,synthetic,,,true
REL-000140,PERSON,PERSON-000492,OWNS,ACCOUNT,ACCT-000034,2023-12-16T13:11:00,,1.0,synthetic,,,true
REL-000141,PERSON,PERSON-000492,OWNS,ACCOUNT,ACCT-000035,2023-12-16T13:11:00,,1.0,synthetic,,,true
REL-000142,PERSON,PERSON-001059,OWNS,PHONE,PHONE-000037,2023-12-16T13:11:00,,1.0,synthetic,,,true
REL-000143,PERSON,PERSON-001059,OWNS,VEHICLE,VEH-000027,2023-12-16T13:11:00,,1.0,synthetic,,,true
REL-000144,PERSON,PERSON-001059,OWNS,ACCOUNT,ACCT-000036,2023-12-16T13:11:00,,1.0,synthetic,,,true
REL-000145,PERSON,PERSON-000920,OWNS,PHONE,PHONE-000038,2023-12-16T13:11:00,,1.0,synthetic,,,true
REL-000146,PERSON,PERSON-000920,OWNS,PHONE,PHONE-000039,2023-12-16T13:11:00,,1.0,synthetic,,,true
REL-000147,PERSON,PERSON-000920,OWNS,VEHICLE,VEH-000028,2023-12-16T13:11:00,,1.0,synthetic,,,true
REL-000148,PERSON,PERSON-000920,OWNS,ACCOUNT,ACCT-000037,2023-12-16T13:11:00,,1.0,synthetic,,,true
REL-000149,PERSON,PERSON-000144,OWNS,PHONE,PHONE-000040,2023-12-16T13:11:00,,1.0,synthetic,,,true
REL-000150,PERSON,PERSON-000144,OWNS,VEHICLE,VEH-000029,2023-12-16T13:11:00,,1.0,synthetic,,,true
REL-000151,PERSON,PERSON-000144,OWNS,ACCOUNT,ACCT-000038,2023-12-16T13:11:00,,1.0,synthetic,,,true
REL-000152,PERSON,PERSON-002999,OWNS,PHONE,PHONE-000041,2023-12-16T13:11:00,,1.0,synthetic,,,true
REL-000153,PERSON,PERSON-002999,OWNS,VEHICLE,VEH-000030,2023-12-16T13:11:00,,1.0,synthetic,,,true
REL-000154,PERSON,PERSON-002999,OWNS,ACCOUNT,ACCT-000039,2023-12-16T13:11:00,,1.0,synthetic,,,true
REL-000155,PERSON,PERSON-002082,OWNS,PHONE,PHONE-000042,2023-12-16T13:11:00,,1.0,synthetic,,,true
REL-000156,PERSON,PERSON-002082,OWNS,VEHICLE,VEH-000031,2023-12-16T13:11:00,,1.0,synthetic,,,true
REL-000157,PERSON,PERSON-002082,OWNS,ACCOUNT,ACCT-000040,2023-12-16T13:11:00,,1.0,synthetic,,,true
REL-000158,PERSON,PERSON-001830,OWNS,PHONE,PHONE-000043,2023-12-16T13:11:00,,1.0,synthetic,,,true
REL-000159,PERSON,PERSON-001830,OWNS,VEHICLE,VEH-000032,2023-12-16T13:11:00,,1.0,synthetic,,,true
REL-000160,PERSON,PERSON-001830,OWNS,ACCOUNT,ACCT-000041,2023-12-16T13:11:00,,1.0,synthetic,,,true
REL-000161,PERSON,PERSON-002082,SUSPECT_IN,CASE,CASE-000006,2023-12-16T13:11:00,,1.0,synthetic,CASE-000006,,true
REL-000162,PERSON,PERSON-002999,SUSPECT_IN,CASE,CASE-000006,2023-12-16T13:11:00,,1.0,synthetic,CASE-000006,,true
REL-000163,PERSON,PERSON-000492,OBSERVED_IN,CASE,CASE-000006,2023-12-16T13:11:00,,0.72,synthetic,CASE-000006,,true
REL-000164,PERSON,PERSON-001059,OBSERVED_IN,CASE,CASE-000006,2023-12-16T13:11:00,,0.66,synthetic,CASE-000006,,true
REL-000165,PERSON,PERSON-000920,OBSERVED_IN,CASE,CASE-000006,2023-12-16T13:11:00,,0.81,synthetic,CASE-000006,,true
REL-000166,PERSON,PERSON-000144,OBSERVED_IN,CASE,CASE-000006,2023-12-16T13:11:00,,0.73,synthetic,CASE-000006,,true
REL-000167,PERSON,PERSON-001830,OBSERVED_IN,CASE,CASE-000006,2023-12-16T13:11:00,,0.95,synthetic,CASE-000006,,true
REL-000168,ORGANIZATION,ORG-000006,ASSOCIATED_WITH,CASE,CASE-000006,2023-12-16T13:11:00,,0.82,synthetic,CASE-000006,,true
REL-000169,PERSON,PERSON-000492,CONTROLS,ORGANIZATION,ORG-000006,2023-12-16T13:11:00,,0.94,synthetic,CASE-000006,,true
REL-000170,PERSON,PERSON-001059,WORKS_WITH,ORGANIZATION,ORG-000006,2023-12-16T13:11:00,,0.73,synthetic,CASE-000006,,true
REL-000171,PERSON,PERSON-002082,WORKS_WITH,ORGANIZATION,ORG-000006,2023-12-16T13:11:00,,0.82,synthetic,CASE-000006,,true
REL-000172,PERSON,PERSON-001615,OWNS,PHONE,PHONE-000044,2023-07-16T23:58:00,,1.0,synthetic,,,true
REL-000173,PERSON,PERSON-001615,OWNS,ACCOUNT,ACCT-000042,2023-07-16T23:58:00,,1.0,synthetic,,,true
REL-000174,PERSON,PERSON-001615,OWNS,ACCOUNT,ACCT-000043,2023-07-16T23:58:00,,1.0,synthetic,,,true
REL-000175,PERSON,PERSON-000342,OWNS,PHONE,PHONE-000045,2023-07-16T23:58:00,,1.0,synthetic,,,true
REL-000176,PERSON,PERSON-000342,OWNS,VEHICLE,VEH-000033,2023-07-16T23:58:00,,1.0,synthetic,,,true
REL-000177,PERSON,PERSON-000342,OWNS,ACCOUNT,ACCT-000044,2023-07-16T23:58:00,,1.0,synthetic,,,true
REL-000178,PERSON,PERSON-000144,OWNS,PHONE,PHONE-000046,2023-07-16T23:58:00,,1.0,synthetic,,,true
REL-000179,PERSON,PERSON-000144,OWNS,PHONE,PHONE-000047,2023-07-16T23:58:00,,1.0,synthetic,,,true
REL-000180,PERSON,PERSON-000144,OWNS,VEHICLE,VEH-000034,2023-07-16T23:58:00,,1.0,synthetic,,,true
REL-000181,PERSON,PERSON-000144,OWNS,ACCOUNT,ACCT-000045,2023-07-16T23:58:00,,1.0,synthetic,,,true
REL-000182,PERSON,PERSON-000144,OWNS,ACCOUNT,ACCT-000046,2023-07-16T23:58:00,,1.0,synthetic,,,true
REL-000183,PERSON,PERSON-000302,OWNS,PHONE,PHONE-000048,2023-07-16T23:58:00,,1.0,synthetic,,,true
REL-000184,PERSON,PERSON-000302,OWNS,VEHICLE,VEH-000035,2023-07-16T23:58:00,,1.0,synthetic,,,true
REL-000185,PERSON,PERSON-000302,OWNS,ACCOUNT,ACCT-000047,2023-07-16T23:58:00,,1.0,synthetic,,,true
REL-000186,PERSON,PERSON-001880,OWNS,PHONE,PHONE-000049,2023-07-16T23:58:00,,1.0,synthetic,,,true
REL-000187,PERSON,PERSON-001880,OWNS,ACCOUNT,ACCT-000048,2023-07-16T23:58:00,,1.0,synthetic,,,true
REL-000188,PERSON,PERSON-000001,OWNS,PHONE,PHONE-000050,2023-07-16T23:58:00,,1.0,synthetic,,,true
REL-000189,PERSON,PERSON-000001,OWNS,VEHICLE,VEH-000036,2023-07-16T23:58:00,,1.0,synthetic,,,true
REL-000190,PERSON,PERSON-000001,OWNS,ACCOUNT,ACCT-000049,2023-07-16T23:58:00,,1.0,synthetic,,,true
REL-000191,PERSON,PERSON-002122,OWNS,PHONE,PHONE-000051,2023-07-16T23:58:00,,1.0,synthetic,,,true
REL-000192,PERSON,PERSON-002122,OWNS,PHONE,PHONE-000052,2023-07-16T23:58:00,,1.0,synthetic,,,true
REL-000193,PERSON,PERSON-002122,OWNS,VEHICLE,VEH-000037,2023-07-16T23:58:00,,1.0,synthetic,,,true
REL-000194,PERSON,PERSON-002122,OWNS,ACCOUNT,ACCT-000050,2023-07-16T23:58:00,,1.0,synthetic,,,true
REL-000195,PERSON,PERSON-001830,OWNS,PHONE,PHONE-000053,2023-07-16T23:58:00,,1.0,synthetic,,,true
REL-000196,PERSON,PERSON-001830,OWNS,ACCOUNT,ACCT-000051,2023-07-16T23:58:00,,1.0,synthetic,,,true
REL-000197,PERSON,PERSON-001830,OWNS,ACCOUNT,ACCT-000052,2023-07-16T23:58:00,,1.0,synthetic,,,true
REL-000198,PERSON,PERSON-001880,SUSPECT_IN,CASE,CASE-000007,2023-07-16T23:58:00,,1.0,synthetic,CASE-000007,,true
REL-000199,PERSON,PERSON-002122,SUSPECT_IN,CASE,CASE-000007,2023-07-16T23:58:00,,1.0,synthetic,CASE-000007,,true
REL-000200,PERSON,PERSON-000302,SUSPECT_IN,CASE,CASE-000007,2023-07-16T23:58:00,,1.0,synthetic,CASE-000007,,true
REL-000201,PERSON,PERSON-001615,SUSPECT_IN,CASE,CASE-000007,2023-07-16T23:58:00,,1.0,synthetic,CASE-000007,,true
REL-000202,PERSON,PERSON-001830,SUSPECT_IN,CASE,CASE-000007,2023-07-16T23:58:00,,1.0,synthetic,CASE-000007,,true
REL-000203,PERSON,PERSON-000001,SUSPECT_IN,CASE,CASE-000007,2023-07-16T23:58:00,,1.0,synthetic,CASE-000007,,true
