case_id,entity_id,actual_role,is_relevant,importance_score
CASE-000034,PERSON-001667,suspect,true,1.0
CASE-000034,PERSON-001210,observed_associate,false,0.55
CASE-000034,PERSON-000351,suspect,true,1.0
CASE-000034,PERSON-002750,observed_associate,false,0.74
CASE-000034,PERSON-002930,suspect,true,1.0
CASE-000034,PERSON-001041,suspect,true,1.0
CASE-000034,PERSON-001589,observed_associate,false,0.36
CASE-000035,PERSON-000506,suspect,true,1.0
CASE-000035,PERSON-000597,observed_associate,false,0.28
CASE-000035,PERSON-000062,observed_associate,false,0.56
CASE-000035,PERSON-002576,suspect,true,1.0
CASE-000035,PERSON-000046,observed_associate,false,0.53
CASE-000035,PERSON-000647,observed_associate,false,0.66
CASE-000035,PERSON-000927,observed_associate,false,0.39
CASE-000035,PERSON-000390,suspect,true,1.0
CASE-000035,PERSON-001326,observed_associate,false,0.31
CASE-000035,PERSON-001873,observed_associate,false,0.35
CASE-000035,PERSON-000096,suspect,true,1.0
CASE-000036,PERSON-002517,suspect,true,1.0
CASE-000036,PERSON-002279,observed_associate,false,0.51
CASE-000036,PERSON-000538,suspect,true,1.0
CASE-000036,PERSON-001544,suspect,true,1.0
CASE-000036,PERSON-002873,observed_associate,false,0.36
CASE-000036,PERSON-001898,observed_associate,false,0.73
CASE-000036,PERSON-000083,suspect,true,1.0
CASE-000036,PERSON-002745,observed_associate,false,0.62
CASE-000036,PERSON-002964,suspect,true,1.0
CASE-000037,PERSON-000611,suspect,true,1.0
CASE-000037,PERSON-002438,suspect,true,1.0
CASE-000037,PERSON-000060,suspect,true,1.0
CASE-000037,PERSON-001480,observed_associate,false,0.47
CASE-000037,PERSON-000635,suspect,true,1.0
CASE-000037,PERSON-001768,suspect,true,1.0
CASE-000037,PERSON-002847,observed_associate,false,0.51
CASE-000037,PERSON-001847,observed_associate,false,0.64
CASE-000038,PERSON-001664,suspect,true,1.0
CASE-000038,PERSON-001343,suspect,true,1.0
CASE-000038,PERSON-002998,suspect,true,1.0
CASE-000038,PERSON-000948,suspect,true,1.0
CASE-000038,PERSON-001315,observed_associate,false,0.65
CASE-000038,PERSON-000904,observed_associate,false,0.27
CASE-000038,PERSON-000106,observed_associate,false,0.48
CASE-000038,PERSON-000697,suspect,true,1.0
CASE-000038,PERSON-002715,suspect,true,1.0
CASE-000039,PERSON-000919,suspect,true,1.0
CASE-000039,PERSON-000132,suspect,true,1.0
CASE-000039,PERSON-002653,observed_associate,false,0.45
CASE-000039,PERSON-002764,suspect,true,1.0
CASE-000039,PERSON-001478,observed_associate,false,0.61
CASE-000039,PERSON-002507,observed_associate,false,0.47
CASE-000039,PERSON-000676,observed_associate,false,0.29
CASE-000039,PERSON-000393,suspect,true,1.0
CASE-000039,PERSON-002124,observed_associate,false,0.29
CASE-000039,PERSON-001367,suspect,true,1.0
CASE-000039,PERSON-002160,suspect,true,1.0
CASE-000039,PERSON-000507,observed_associate,false,0.55
CASE-000040,PERSON-001664,suspect,true,1.0
CASE-000040,PERSON-002998,observed_associate,false,0.57
CASE-000040,PERSON-000181,suspect,true,1.0
CASE-000040,PERSON-000948,observed_associate,false,0.65
CASE-000040,PERSON-001315,observed_associate,false,0.35
CASE-000040,PERSON-002757,observed_associate,false,0.44
CASE-000040,PERSON-000904,suspect,true,1.0
CASE-000040,PERSON-000697,observed_associate,false,0.42
CASE-000040,PERSON-002715,observed_associate,false,0.68
CASE-000041,PERSON-002675,observed_associate,false,0.58
CASE-000041,PERSON-001343,suspect,true,1.0
CASE-000041,PERSON-002998,suspect,true,1.0
CASE-000041,PERSON-002835,observed_associate,false,0.43
CASE-000041,PERSON-002757,observed_associate,false,0.52
CASE-000041,PERSON-000584,observed_associate,false,0.5
CASE-000041,PERSON-000697,observed_associate,false,0.48
CASE-000041,PERSON-002715,observed_associate,false,0.29
CASE-000042,PERSON-000146,observed_associate,false,0.7
CASE-000042,PERSON-001667,observed_associate,false,0.75
CASE-000042,PERSON-002279,suspect,true,1.0
CASE-000042,PERSON-001558,suspect,true,1.0
CASE-000042,PERSON-000351,suspect,true,1.0
CASE-000042,PERSON-002750,suspect,true,1.0
CASE-000042,PERSON-001041,suspect,true,1.0
CASE-000042,PERSON-001670,observed_associate,false,0.57
CASE-000043,PERSON-000916,observed_associate,false,0.63
CASE-000043,PERSON-000238,observed_associate,false,0.63
CASE-000043,PERSON-001112,observed_associate,false,0.68
CASE-000043,PERSON-000950,suspect,true,1.0
CASE-000043,PERSON-002017,observed_associate,false,0.39
CASE-000043,PERSON-002114,suspect,true,1.0
CASE-000043,PERSON-000195,suspect,true,1.0
CASE-000043,PERSON-001547,observed_associate,false,0.67
CASE-000044,PERSON-001807,observed_associate,false,0.73
CASE-000044,PERSON-000092,suspect,true,1.0
CASE-000044,PERSON-002920,observed_associate,false,0.3
CASE-000044,PERSON-000470,suspect,true,1.0
CASE-000044,PERSON-000139,observed_associate,false,0.41
CASE-000044,PERSON-001455,observed_associate,false,0.51
CASE-000044,PERSON-001124,suspect,true,1.0
CASE-000044,PERSON-000195,observed_associate,false,0.42
CASE-000044,PERSON-001212,suspect,true,1.0
CASE-000045,PERSON-000540,observed_associate,false,0.6
CASE-000045,PERSON-001474,observed_associate,false,0.55
CASE-000045,PERSON-001115,suspect,true,1.0
CASE-000045,PERSON-001262,suspect,true,1.0
CASE-000045,PERSON-001610,observed_associate,false,0.36
CASE-000045,PERSON-000267,observed_associate,false,0.51
CASE-000045,PERSON-000792,observed_associate,false,0.61
CASE-000045,PERSON-002900,suspect,true,1.0
CASE-000045,PERSON-002618,suspect,true,1.0
CASE-000045,PERSON-001757,suspect,true,1.0
CASE-000046,PERSON-002275,observed_associate,false,0.47
CASE-000046,PERSON-002331,observed_associate,false,0.58
CASE-000046,PERSON-000979,observed_associate,false,0.28
CASE-000046,PERSON-001668,suspect,true,1.0
CASE-000046,PERSON-001043,suspect,true,1.0
CASE-000046,PERSON-002499,suspect,true,1.0
CASE-000046,PERSON-001397,observed_associate,false,0.75
CASE-000046,PERSON-002689,observed_associate,false,0.48
CASE-000046,PERSON-001423,observed_associate,false,0.57
CASE-000047,PERSON-000479,suspect,true,1.0
CASE-000047,PERSON-000081,suspect,true,1.0
CASE-000047,PERSON-001259,observed_associate,false,0.67
CASE-000047,PERSON-000850,observed_associate,false,0.47
CASE-000047,PERSON-001861,observed_associate,false,0.34
CASE-000047,PERSON-002574,suspect,true,1.0
CASE-000047,PERSON-000063,suspect,true,1.0
CASE-000047,PERSON-000863,observed_associate,false,0.66
CASE-000047,PERSON-002757,observed_associate,false,0.51
CASE-000048,PERSON-001664,suspect,true,1.0
CASE-000048,PERSON-002675,observed_associate,false,0.58
CASE-000048,PERSON-002998,observed_associate,false,0.39
CASE-000048,PERSON-001507,suspect,true,1.0
CASE-000048,PERSON-001315,observed_associate,false,0.43
CASE-000048,PERSON-000576,observed_associate,false,0.69
CASE-000048,PERSON-000904,observed_associate,false,0.49
CASE-000048,PERSON-000106,suspect,true,1.0
CASE-000048,PERSON-000230,observed_associate,false,0.42
CASE-000048,PERSON-000584,suspect,true,1.0
CASE-000049,PERSON-002954,observed_associate,false,0.38
CASE-000049,PERSON-000175,suspect,true,1.0
CASE-000049,PERSON-000842,suspect,true,1.0
CASE-000049,PERSON-000245,suspect,true,1.0
CASE-000049,PERSON-000222,observed_associate,false,0.49
CASE-000049,PERSON-001769,observed_associate,false,0.48
CASE-000049,PERSON-000734,observed_associate,false,0.42
CASE-000049,PERSON-002684,suspect,true,1.0
CASE-000049,PERSON-000763,observed_associate,false,0.46
CASE-000049,PERSON-000455,suspect,true,1.0
CASE-000049,PERSON-001385,suspect,true,1.0
CASE-000050,PERSON-001664,suspect,true,1.0
CASE-000050,PERSON-002675,suspect,true,1.0
CASE-000050,PERSON-001343,suspect,true,1.0
CASE-000050,PERSON-002835,suspect,true,1.0
CASE-000050,PERSON-001112,suspect,true,1.0
CASE-000051,PERSON-000146,suspect,true,1.0
CASE-000051,PERSON-002609,suspect,true,1.0
CASE-000051,PERSON-000047,suspect,true,1.0
CASE-000051,PERSON-002938,observed_associate,false,0.33
CASE-000051,PERSON-000279,observed_associate,false,0.35
CASE-000051,PERSON-000217,suspect,true,1.0
CASE-000051,PERSON-002223,suspect,true,1.0
CASE-000051,PERSON-000556,suspect,true,1.0
CASE-000051,PERSON-002964,observed_associate,false,0.27
CASE-000052,PERSON-002998,suspect,true,1.0
CASE-000052,PERSON-000948,observed_associate,false,0.48
CASE-000052,PERSON-001182,suspect,true,1.0
CASE-000052,PERSON-001315,suspect,true,1.0
CASE-000052,PERSON-000584,observed_associate,false,0.33
CASE-000053,PERSON-000081,suspect,true,1.0
CASE-000053,PERSON-001259,suspect,true,1.0
CASE-000053,PERSON-002574,observed_associate,false,0.38
CASE-000053,PERSON-000863,observed_associate,false,0.29
CASE-000053,PERSON-000063,suspect,true,1.0
CASE-000053,PERSON-001589,suspect,true,1.0
CASE-000053,PERSON-001578,suspect,true,1.0
CASE-000054,PERSON-001664,suspect,true,1.0
CASE-000054,PERSON-001343,observed_associate,false,0.39
CASE-000054,PERSON-000697,observed_associate,false,0.69
CASE-000054,PERSON-000230,suspect,true,1.0
CASE-000054,PERSON-000635,suspect,true,1.0
CASE-000054,PERSON-002715,suspect,true,1.0
CASE-000055,PERSON-002020,suspect,true,1.0
CASE-000055,PERSON-002873,observed_associate,false,0.34
CASE-000055,PERSON-000921,observed_associate,false,0.41
CASE-000055,PERSON-001965,suspect,true,1.0
CASE-000055,PERSON-001992,observed_associate,false,0.42
CASE-000055,PERSON-000083,observed_associate,false,0.52
CASE-000055,PERSON-001543,suspect,true,1.0
CASE-000055,PERSON-000488,suspect,true,1.0
CASE-000055,PERSON-000765,observed_associate,false,0.34
CASE-000055,PERSON-000357,observed_associate,false,0.75
CASE-000056,PERSON-001334,observed_associate,false,0.71
CASE-000056,PERSON-000499,observed_associate,false,0.6
CASE-000056,PERSON-000245,suspect,true,1.0
CASE-000056,PERSON-000943,observed_associate,false,0.49
CASE-000056,PERSON-000792,suspect,true,1.0
CASE-000056,PERSON-000374,observed_associate,false,0.32
CASE-000056,PERSON-002304,observed_associate,false,0.72
CASE-000056,PERSON-001847,observed_associate,false,0.75
CASE-000057,PERSON-002675,observed_associate,false,0.3
CASE-000057,PERSON-000948,observed_associate,false,0.63
CASE-000057,PERSON-000576,observed_associate,false,0.62
CASE-000057,PERSON-000904,suspect,true,1.0
CASE-000057,PERSON-001866,suspect,true,1.0
CASE-000057,PERSON-000697,observed_associate,false,0.63
CASE-000057,PERSON-002715,observed_associate,false,0.29
CASE-000058,PERSON-000817,suspect,true,1.0
CASE-000058,PERSON-000062,observed_associate,false,0.27
CASE-000058,PERSON-001894,suspect,true,1.0
CASE-000058,PERSON-002872,suspect,true,1.0
CASE-000058,PERSON-000979,suspect,true,1.0
CASE-000058,PERSON-000920,observed_associate,false,0.28
CASE-000058,PERSON-000390,suspect,true,1.0
CASE-000058,PERSON-001326,observed_associate,false,0.55
CASE-000058,PERSON-001367,suspect,true,1.0
CASE-000058,PERSON-001337,observed_associate,false,0.43
CASE-000059,PERSON-002150,suspect,true,1.0
CASE-000059,PERSON-002077,suspect,true,1.0
CASE-000059,PERSON-000096,observed_associate,false,0.47
CASE-000059,PERSON-000845,suspect,true,1.0
CASE-000059,PERSON-001301,observed_associate,false,0.75
CASE-000060,PERSON-000419,suspect,true,1.0
CASE-000060,PERSON-000407,suspect,true,1.0
CASE-000060,PERSON-002417,suspect,true,1.0
CASE-000060,PERSON-002094,suspect,true,1.0
CASE-000060,PERSON-001687,observed_associate,false,0.64
CASE-000060,PERSON-001758,observed_associate,false,0.53
CASE-000060,PERSON-000207,suspect,true,1.0
CASE-000060,PERSON-002105,suspect,true,1.0
CASE-000061,PERSON-001667,observed_associate,false,0.68
CASE-000061,PERSON-001210,suspect,true,1.0
CASE-000061,PERSON-001578,suspect,true,1.0
CASE-000061,PERSON-001558,suspect,true,1.0
CASE-000061,PERSON-000351,observed_associate,false,0.3
CASE-000061,PERSON-002750,suspect,true,1.0
CASE-000061,PERSON-001041,suspect,true,1.0
CASE-000061,PERSON-001589,observed_associate,false,0.58
CASE-000061,PERSON-001670,observed_associate,false,0.45
CASE-000062,PERSON-002020,suspect,true,1.0
CASE-000062,PERSON-002279,suspect,true,1.0
CASE-000062,PERSON-001544,suspect,true,1.0
CASE-000062,PERSON-001965,observed_associate,false,0.49
CASE-000062,PERSON-000863,suspect,true,1.0
CASE-000062,PERSON-000621,suspect,true,1.0
CASE-000062,PERSON-000357,suspect,true,1.0
CASE-000063,PERSON-001425,suspect,true,1.0
CASE-000063,PERSON-000822,observed_associate,false,0.6
CASE-000063,PERSON-002986,observed_associate,false,0.38
CASE-000063,PERSON-002759,suspect,true,1.0
CASE-000063,PERSON-001071,suspect,true,1.0
CASE-000063,PERSON-001642,suspect,true,1.0
CASE-000063,PERSON-000613,observed_associate,false,0.39
CASE-000063,PERSON-002068,suspect,true,1.0
CASE-000063,PERSON-001578,suspect,true,1.0
CASE-000064,PERSON-001131,observed_associate,false,0.68
CASE-000064,PERSON-002758,observed_associate,false,0.55
CASE-000064,PERSON-000566,observed_associate,false,0.73
CASE-000064,PERSON-000955,observed_associate,false,0.61
CASE-000064,PERSON-001127,observed_associate,false,0.42
CASE-000064,PERSON-001360,suspect,true,1.0
CASE-000064,PERSON-000223,observed_associate,false,0.68
CASE-000064,PERSON-001552,suspect,true,1.0
CASE-000065,PERSON-002020,observed_associate,false,0.49
CASE-000065,PERSON-002279,observed_associate,false,0.72
CASE-000065,PERSON-002517,observed_associate,false,0.43
CASE-000065,PERSON-000921,suspect,true,1.0
CASE-000065,PERSON-001540,suspect,true,1.0
CASE-000065,PERSON-002999,observed_associate,false,0.5
CASE-000065,PERSON-001205,suspect,true,1.0
CASE-000066,PERSON-002675,observed_associate,false,0.46
CASE-000066,PERSON-001343,suspect,true,1.0
CASE-000066,PERSON-002998,suspect,true,1.0
CASE-000066,PERSON-000948,observed_associate,false,0.34
CASE-000066,PERSON-000576,observed_associate,false,0.33
CASE-000066,PERSON-000106,observed_associate,false,0.66
CASE-000066,PERSON-000584,observed_associate,false,0.37
CASE-000067,PERSON-000611,observed_associate,false,0.28
CASE-000067,PERSON-001542,observed_associate,false,0.74
CASE-000067,PERSON-001596,observed_associate,false,0.73
CASE-000067,PERSON-002675,suspect,true,1.0
CASE-000067,PERSON-001363,observed_associate,false,0.54
CASE-000067,PERSON-002438,suspect,true,1.0
CASE-000067,PERSON-000832,suspect,true,1.0
CASE-000067,PERSON-001701,suspect,true,1.0
CASE-000067,PERSON-002713,observed_associate,false,0.29
CASE-000067,PERSON-001847,suspect,true,1.0
CASE-000067,PERSON-000635,suspect,true,1.0
